0,4.8123134071,7.1322449008,9.7959131067,0.6754510260,0.3708493422,-0.3538659850,0.5301089902
100000000,9.8129913103,2.3392707736,5.3033709898,-0.5375164841,0.7745464798,-0.2374147986,-0.2340683520
200000000,9.6986939824,1.8135690566,-7.8382712637,0.4368178406,0.4181864617,0.0283848885,0.7959299941
300000000,-0.0647816691,-5.2704823273,5.2023581576,-0.4919736646,-0.5678389952,0.0169459985,0.6597223825
400000000,-5.9926031092,-1.0460051334,6.1786059032,-0.1017144070,0.1051985904,0.1557841835,0.9768923811
500000000,0.2771844735,3.4479448275,-7.0631715866,-0.0279153271,-0.0272956261,-0.0468460059,0.9981388356
600000000,-0.0796726801,-7.4569822900,0.4240420908,-0.3040769450,-0.3302357804,0.7587352385,-0.4720194687
700000000,-6.3111589558,3.5133223128,-7.9106655859,0.1017937449,-0.2480370231,-0.0379101872,0.9626414111
800000000,6.9928587109,-4.8060780752,-2.4054211605,0.6241864190,0.4264726329,-0.0496356483,0.6527240689
900000000,-3.6977358619,-9.0306501052,-2.6166966848,0.5653512948,0.1591151840,0.4782149132,0.6529707256
1000000000,5.1005424691,2.5479264652,-6.5444664981,0.1144879403,0.0190401740,-0.1310558953,0.9845579392
1100000000,5.9275910489,-4.3499158941,5.2577783030,0.0621770406,-0.0458424171,0.0232538733,0.9967405609
1200000000,6.4317508193,9.6032819644,-0.4817488798,-0.3852400022,-0.4688163567,-0.0904841868,0.7896923302
1300000000,0.3295017171,-8.1402234737,5.7756484232,0.9278292574,0.2798690072,0.1225916108,0.2139567826
1400000000,-2.4154985815,6.4120462041,-0.0979841070,0.9940164065,0.0444435461,-0.0943766706,-0.0323913403
1500000000,-0.5502021636,0.7704857535,-1.6114248410,-0.5587365413,0.7303083328,0.3256638772,-0.2200142166
1600000000,4.4265754360,0.2119196527,1.1515519024,0.3641454696,-0.0286101683,-0.5500695989,0.7510013127
1700000000,-7.6841544305,-9.5618682941,-5.6713200860,0.1150718780,-0.4147525938,0.5776115332,0.6936163677
1800000000,-6.4374978119,2.6148381364,6.7346324305,-0.1017771408,-0.1581267059,0.1632046677,0.9685048244
1900000000,2.6345388912,-9.1683866584,6.4393590886,-0.0885155999,0.1967322975,0.1317018022,0.9675308920
2000000000,-8.7250599986,3.9809590158,5.0382341347,-0.2890310721,-0.0459947655,0.4223661148,0.8578766729
2100000000,-5.0935470419,9.0909822095,-1.2409029060,0.1455377399,0.7261272624,0.6431032162,0.1948748786
2200000000,4.2787457058,-0.6569670729,1.5458449054,0.0920410172,0.6592603835,0.2685969820,0.6962469814
2300000000,6.0070853448,-7.9764248728,8.3695965924,0.0436778978,-0.0320448360,0.0592818531,0.9967703003
2400000000,1.6466322440,7.7359949407,-0.4017969287,-0.3214075848,0.8372994323,-0.2267027228,-0.3797798053
2500000000,7.3049189393,8.3916419009,-4.5810152825,0.6892074453,0.4265926871,0.0468449035,0.5837956249
2600000000,5.0281030108,4.3196487275,4.4837774879,0.4043514688,-0.5745438210,0.0079530719,0.7115729310
