0,-3.0183857025,-7.4824817302,-8.3710601564,0.7082036135,0.2345593443,0.0200696294,0.6656025585
100000000,-4.2257943364,-8.2234430086,-0.1567070603,-0.3354393062,0.4581030876,-0.3028424506,0.7654465906
200000000,-6.8575769812,-1.7766847194,0.2863543100,0.2248931305,0.7371447938,-0.6283550893,0.1058797173
300000000,-1.3030662345,2.1158019286,2.5166944877,0.7231185665,0.6047152101,-0.2702136571,-0.1959684488
400000000,-5.5745822953,1.3403723282,2.3802585394,-0.0513605472,-0.2169495690,-0.2816916644,0.9332442257
500000000,2.5959132229,-7.7119382165,-1.9766371501,0.9644030636,0.1079533523,0.2242404298,-0.0893813981
600000000,-2.7110737051,-0.8343593332,8.1256327885,0.5102797138,0.5604660888,-0.4935164856,-0.4265370504
700000000,-2.4622046872,7.4819047947,-8.5034944831,0.9065963733,0.3678174803,0.1047830178,-0.1783643358
800000000,-1.1659393752,9.9327353308,-5.7838250453,0.1534314145,0.3943425270,0.4668059186,0.7765597252
900000000,-1.5494516215,-0.9971435087,-3.8698830860,0.0030847267,-0.0490699645,-0.1891720368,0.9807122736
1000000000,9.2677367901,7.0718846300,-6.5667712895,-0.2423170290,-0.3470981347,0.3134819176,0.8500202525
1100000000,-7.4444234381,-7.5099561730,-4.3007031706,0.6673546118,-0.0249844288,0.7395016565,0.0845629970
1200000000,5.8448589893,2.0671341290,3.2752294719,0.2006317732,-0.1840451465,-0.2405733585,0.9316644969
1300000000,5.9838873430,-3.9193796977,-6.0266633122,-0.1087866678,0.4649803402,0.5097585859,0.7156150699
1400000000,1.3298827978,-9.3116001097,-8.2723930149,-0.2179224767,0.8803879797,0.1527798152,0.3925367848
1500000000,7.4132184347,-3.9604856830,-6.3550664349,-0.3140815266,-0.1949750641,0.3634716011,0.8551174856
1600000000,-4.3060860405,-2.0883517712,1.6570056108,0.7069089982,0.3505742087,-0.3676985883,-0.4921129348
1700000000,2.3975975020,8.1263725573,9.8772765757,0.2086598839,0.0760724453,-0.0441429378,0.9740253780
1800000000,-8.5063078826,1.9266768180,7.1123218069,0.6369023926,0.7005288549,0.1651118850,-0.2763199798
1900000000,6.1194696501,7.2751929711,8.9511398957,0.4197789115,0.7879457732,-0.2355607841,-0.3839768755
2000000000,2.3311153781,-6.4379594562,-9.0475568673,0.7695541112,0.2055927877,0.5209441970,0.3068146331
2100000000,1.5600823435,7.3800036313,9.4878010274,-0.4191125143,-0.5588072984,0.4681205568,0.5412413952
2200000000,-3.3851879814,5.2701235159,2.6635139884,0.2538760415,0.1393518621,0.5005547791,0.8158265301
2300000000,-4.1636153731,9.3163104383,0.7274394895,-0.0704634822,-0.3416459247,-0.1197042504,0.9295073169
2400000000,-7.7323645872,-1.3072361649,-1.3760663520,-0.2946557596,0.2069899861,0.3495749507,0.8649453641
2500000000,1.3616402926,-4.1418423966,-1.0387418204,-0.4337777549,0.3480713143,-0.0332188477,0.8304093735
2600000000,-5.4174605953,6.1938830919,4.4960935167,-0.1969762789,0.2007711745,-0.1480528313,0.9481411499
2700000000,6.3005315168,3.3841601230,-5.3035672759,-0.4857517733,0.5716572114,0.5979440526,-0.2823404989
2800000000,1.4131819107,9.1003703260,5.8745634367,-0.3664514271,0.4474026167,0.7836954336,0.2266400616
2900000000,8.1695453922,0.0284931703,5.8966029504,-0.5344096893,-0.2577022837,-0.0498301557,0.8034380950
3000000000,7.3520639626,5.0734972247,-9.2446966298,-0.0037287489,0.0090005918,-0.0011072502,0.9999519287
3100000000,5.6791319292,-3.4911401201,-3.2362205184,0.0138632075,-0.1278783023,-0.0194904275,0.9915014244
3200000000,7.4141765646,8.0401794632,-3.1527900795,0.4149115532,0.6280177625,0.4227395410,0.5047111782
3300000000,-9.7433156541,-2.5243711793,8.5675544581,-0.1394452938,-0.3377488160,-0.4409585125,0.8197782246
3400000000,5.1358419814,4.6036755893,-7.6974949714,0.7172414506,-0.4451075563,0.3226089357,0.4282142448
3500000000,4.8220390800,-9.2395159342,-7.6548675307,0.4553690160,0.4369366886,0.0593179418,0.7734382788
